city,state,geoid,portal_cameras,osm_flock_in_limits,ratio,population,median_income,pct_black,pct_hispanic,portal_updated
Detroit Lakes,MN,2715832,6,5,0.8333333333333334,9966.0,60317.0,0.7425245835841863,0.02006823198876179,2026-09-23
DeWitt,IA,1921180,7,9,1.2857142857142858,5508.0,66653.0,0.9077705156136529,1.9970951343500363,2026-09-23
Dillard,GA,1322976,3,3,1.0,284.0,47500.0,0.0,6.338028169014085,2026-09-22
Dinuba,CA,0619318,8,5,0.625,24713.0,54590.0,0.31157690284465667,89.59252215433173,2026-09-23
Dixon,CA,0619402,31,22,0.7096774193548387,19071.0,92138.0,2.1236432279377064,41.10953804205338,2026-09-22
Dodge City,KS,2018250,21,16,0.7619047619047619,27721.0,66932.0,2.2473936726669312,65.31149669925327,2026-09-22
Doraville,GA,1323536,55,62,1.1272727272727272,10691.0,59636.0,5.640258161070059,45.12206528856047,2026-09-23
Douglasville,GA,1323900,53,54,1.0188679245283019,35252.0,72753.0,62.52978554408261,8.098831271984569,2026-09-23
Dublin,CA,0620018,123,50,0.4065040650406504,71068.0,191039.0,4.186131592277818,10.06219395508527,2026-09-22
Dublin,GA,1324376,81,31,0.38271604938271603,15985.0,37734.0,66.06193306224586,0.9821707851110416,2026-09-23
Dublin,OH,3922694,34,43,1.2647058823529411,48893.0,158363.0,1.6300901969607102,4.2500971509214,2026-09-22
Dublin,VA,5123648,4,4,1.0,2673.0,58667.0,12.644968200523756,3.2173587729143285,2026-09-22
Dubuque,IA,1922395,22,21,0.9545454545454546,59315.0,63520.0,4.027648992666273,2.8407654050408833,2026-09-23
Duck,NC,3718060,4,3,0.75,686.0,122500.0,0.0,1.6034985422740524,2026-09-23
Duncan,OK,4021900,15,13,0.8666666666666667,22759.0,55162.0,2.495715980491234,11.09011819499978,2026-09-22
Dunwoody,GA,1324768,81,117,1.4444444444444444,51458.0,106710.0,11.90096777954837,9.137549069143768,2026-09-22
Dwight,IL,1721358,11,4,0.36363636363636365,3814.0,66948.0,1.1012060828526482,9.202936549554273,2026-09-22
Earlham,IA,1923340,5,2,0.4,1367.0,103977.0,2.267739575713241,0.731528895391368,2026-09-23
East Palo Alto,CA,0620956,25,25,1.0,29520.0,103248.0,12.706639566395664,60.99254742547426,2026-09-23
East Peoria,IL,1722164,19,23,1.2105263157894737,22552.0,73720.0,0.9400496630010642,2.8334515785739622,2026-09-23
East Providence,RI,4422960,22,18,0.8181818181818182,47012.0,71736.0,5.45179954054284,8.185144218497404,2026-09-22
East Wenatchee,WA,5320155,14,9,0.6428571428571429,14065.0,78312.0,0.3981514397440455,34.568076786349096,2026-09-22
Eaton,CO,0822860,8,4,0.5,5763.0,102314.0,0.0,23.650876279715426,2026-09-22
Edgewater,CO,0823135,6,6,1.0,5002.0,71964.0,2.4390243902439024,39.84406237504998,2026-09-22
Edina,MN,2718188,22,44,2.0,53037.0,125506.0,2.839527122574806,3.1487452156042006,2026-09-23
Edinburg,TX,4822660,31,42,1.3548387096774193,100964.0,54139.0,1.896715661027693,86.88740541182996,2026-09-22
Edmond,OK,4023200,14,36,2.5714285714285716,94503.0,96389.0,5.25485963408569,6.508788080801668,2026-09-22
Edmonds,WA,5320750,19,15,0.7894736842105263,42705.0,110057.0,1.9903992506732233,6.462943449244819,2026-05-13
Effingham,IL,1722736,6,10,1.6666666666666667,12244.0,62358.0,1.437438745508004,4.157138190133943,2026-09-22
El Cerrito,CA,0621796,40,0,0.0,25869.0,120414.0,4.689010011983455,12.760446866906335,2026-06-01
El Paso,TX,4824000,150,177,1.18,677181.0,55710.0,3.126047541203903,81.57848492500528,2026-09-23
El Segundo,CA,0622412,17,13,0.7647058823529411,17081.0,142596.0,4.788946782975236,18.77524735085768,2026-09-23
Elgin,SC,4523245,2,3,1.5,2065.0,83611.0,13.41404358353511,4.50363196125908,2026-09-22
Elizabethtown,KY,2124274,45,66,1.4666666666666666,31425.0,54493.0,11.070803500397773,4.817820206841686,2026-09-23
Elizabethtown,NC,3720600,10,3,0.3,3304.0,24081.0,42.039951573849876,4.661016949152542,2026-09-22
Elk River,MN,2718674,18,20,1.1111111111111112,25936.0,95597.0,3.8209438618136953,3.678285009253547,2026-09-22
Ellensburg,WA,5321240,13,13,1.0,19003.0,53730.0,1.2945324422459612,12.00863021628164,2026-09-23
Ellijay,GA,1327092,7,6,0.8571428571428571,1750.0,37227.0,1.4285714285714286,23.6,2026-09-23
Elloree,SC,4523470,10,3,0.3,993.0,30967.0,54.884189325276935,0.0,2026-09-23
Elmira,NY,3624229,39,42,1.0769230769230769,26494.0,41073.0,10.666566014946781,6.095719785611837,2026-09-22
Elmore,OH,3925144,2,4,2.0,1601.0,69583.0,0.0,13.366645846346033,2026-09-22
Elmwood Park,IL,1723724,11,0,0.0,24281.0,75784.0,2.013920349244265,34.45904204933899,2026-09-23
Elyria,OH,3925256,25,32,1.28,52780.0,49569.0,12.24706328154604,9.937476316786661,2026-09-23
Emeryville,CA,0622594,16,33,2.0625,12840.0,114345.0,16.05140186915888,9.25233644859813,2026-09-23
Eminence,KY,2124904,4,1,0.25,2705.0,48793.0,4.473197781885397,10.388170055452864,2026-09-22
Emporia,VA,5125808,444,18,0.04054054054054054,5680.0,41442.0,60.316901408450704,4.683098591549296,2026-09-22
Escondido,CA,0622804,8,24,3.0,151114.0,77554.0,2.1162830710589358,52.01238799846473,2026-09-23
Euharlee,GA,1327988,14,12,0.8571428571428571,4258.0,92766.0,16.39267261625176,2.7712541099107564,2026-09-23
Eureka,IL,1724543,8,2,0.25,5504.0,48250.0,1.6715116279069768,4.087936046511628,2026-09-23
Eutawville,SC,4524100,5,0,0.0,396.0,80000.0,37.121212121212125,0.25252525252525254,2026-09-22
Evanston,IL,1724582,6,3,0.5,77181.0,93188.0,16.085565100218965,11.289047822650652,2026-02-25
Evansville,IN,1822000,56,32,0.5714285714285714,116906.0,49853.0,13.610079893247567,3.475441807948266,2026-09-22
Evendale,OH,3925802,20,14,0.7,2663.0,158618.0,4.130679684566279,2.853924145700338,2026-09-23
Everett,WA,5322640,81,71,0.8765432098765432,110847.0,77806.0,6.370943733253944,16.85747020668128,2026-09-22
Evergreen Park,IL,1724634,56,45,0.8035714285714286,19730.0,92266.0,22.64571718195641,15.529650278763304,2026-09-23
Excelsior Springs,MO,2923086,16,12,0.75,10546.0,74196.0,5.442821923003983,6.049687085150768,2026-09-22
Exmore,VA,5126416,4,4,1.0,1744.0,39293.0,40.88302752293578,16.68577981651376,2026-09-23
Fair Oaks Ranch,TX,4825168,8,10,1.25,9917.0,150237.0,6.8972471513562565,14.581022486639105,2026-09-23
Fairborn,OH,3925914,15,17,1.1333333333333333,34494.0,53783.0,9.039253203455674,4.047080651707543,2026-09-22
Fairfax,VA,5126496,23,39,1.6956521739130435,24242.0,128708.0,5.86997772461018,18.137942413992246,2026-09-23
Fairfax,OH,3925942,5,4,0.8,1661.0,70750.0,3.9735099337748343,4.7561709813365445,2026-09-23
Fairfield,CA,0623182,231,60,0.2597402597402597,119420.0,98857.0,15.140679953106682,29.89281527382348,2026-09-23
Fairfield,OH,3925970,59,62,1.0508474576271187,44602.0,67182.0,17.43195372404825,7.358414420877987,2026-09-23
Fargo,ND,3825700,21,37,1.7619047619047619,127319.0,64432.0,8.481844814992263,3.211618061718989,2026-09-23
Faribault,MN,2720546,10,10,1.0,24418.0,58881.0,14.763698910639691,14.54255057744287,2026-09-23
Farmers Branch,TX,4825452,47,53,1.127659574468085,35985.0,88282.0,7.908850910101431,44.31012922050854,2026-09-23
Fernandina Beach,FL,1222175,4,2,0.5,13028.0,86494.0,9.924777402517654,12.296591955787534,2026-09-04
Festus,MO,2924094,9,16,1.7777777777777777,12772.0,65942.0,3.311932352020044,3.9069840275602883,2026-09-23
Firestone,CO,0826600,19,24,1.263157894736842,16704.0,106960.0,0.3771551724137931,27.592193486590038,2026-09-23
Fitchburg,WI,5525950,3,2,0.6666666666666666,29826.0,87253.0,7.423053711526856,13.957620867699323,2026-09-22
Flagstaff,AZ,0423620,32,19,0.59375,76177.0,65652.0,1.7367446867164629,19.148824448324298,2026-06-01
Florence,AZ,0423760,5,6,1.2,25783.0,74025.0,9.812667261373774,34.840786564790754,2026-09-22
Florence,OR,4126050,6,5,0.8333333333333334,9384.0,57568.0,1.6304347826086956,5.104433077578857,2026-09-23
Florence,SC,4525810,54,48,0.8888888888888888,39931.0,56031.0,50.336831033532846,2.4316946733114624,2026-09-23
Flossmoor,IL,1726571,11,16,1.4545454545454546,9405.0,140703.0,62.5518341307815,2.3179160021265286,2026-09-23
Folly Beach,SC,4526035,2,2,1.0,1020.0,88424.0,0.0,0.0,2026-09-23
Fond du Lac,WI,5526275,14,13,0.9285714285714286,44527.0,58675.0,3.070047386978687,7.469625171244414,2026-09-22
Fontana,CA,0624680,50,99,1.98,209279.0,93230.0,8.014659855981728,68.96678596514701,2026-09-22
Forest Heights,MD,2428725,24,5,0.20833333333333334,2641.0,94555.0,51.30632336236274,31.541082923135175,2026-09-23
Forest Hill,TX,4826544,9,3,0.3333333333333333,13810.0,58713.0,42.302679217958,48.247646632874726,2026-09-22
Forest Lake,MN,2721770,17,16,0.9411764705882353,20553.0,91157.0,3.1041697075852674,5.945604048070841,2026-09-23
Forest Park,OH,3927706,35,48,1.3714285714285714,20005.0,63690.0,54.59135216195951,11.5071232191952,2026-09-23
Fort Bragg,CA,0625058,7,9,1.2857142857142858,7007.0,47662.0,0.0,33.223918938204655,2026-09-23
Fort Collins,CO,0827425,15,24,1.6,168758.0,78977.0,1.2034985008118133,12.366821128479835,2026-06-01
Fort Smith,AR,0524550,45,37,0.8222222222222222,89315.0,50799.0,8.025527626938365,19.617085595924536,2026-09-22
Fort Walton Beach,FL,1224475,16,9,0.5625,20919.0,61820.0,10.856159472250107,11.13341937951145,2026-09-23
Fort Wayne,IN,1825000,40,85,2.125,264514.0,58233.0,14.998828039347634,9.676236418488246,2026-09-23
Fountain,CO,0827865,25,24,0.96,29498.0,80311.0,8.448030374940673,27.428978235812597,2026-09-23
Fountain Valley,CA,0625380,10,12,1.2,56754.0,108860.0,0.7153680797829228,17.077210416886917,2026-09-22
Franklin,NJ,3424930,28,0,0.0,4933.0,87558.0,1.1149401986620717,15.061828501925806,2026-09-22
Franklin Springs,GA,1331320,4,2,0.5,1040.0,60417.0,11.346153846153847,5.480769230769231,2026-09-23
Fredericksburg,VA,5129744,11,14,1.2727272727272727,28258.0,83445.0,20.65963620921509,11.706419421048906,2026-09-23
Fremont,CA,0626000,32,68,2.125,228795.0,169023.0,3.102340523175769,12.029109027732249,2026-08-26
Fremont,OH,3928826,10,6,0.6,15900.0,48252.0,8.81132075471698,14.679245283018869,2026-09-22
Fridley,MN,2722814,8,21,2.625,29731.0,76592.0,19.696612962900677,13.874407184420303,2026-09-23
Frisco,TX,4827684,130,131,1.0076923076923077,202075.0,144567.0,9.062971668934802,12.671037980947668,2026-09-22
Front Royal,VA,5129968,6,8,1.3333333333333333,15064.0,62735.0,9.592405735528413,9.293680297397769,2026-09-23
Frontenac,KS,2024850,5,5,1.0,3384.0,54905.0,2.0390070921985815,0.5614657210401891,2026-09-23
Fullerton,CA,0628000,19,50,2.6315789473684212,142280.0,99279.0,1.9419454596570143,38.01658701152657,2026-09-22
Galax,VA,5130208,3,10,3.3333333333333335,6687.0,44612.0,5.069537909376402,20.622102587109318,2026-09-23
Galesburg,IL,1728326,10,11,1.1,29923.0,42346.0,12.578952645122481,8.368144905256825,2026-09-23
Galt,CA,0628112,30,25,0.8333333333333334,25350.0,85069.0,2.1222879684418148,42.7534516765286,2026-09-23
Garden City,GA,1332048,34,21,0.6176470588235294,10352.0,46063.0,41.38330757341576,20.17001545595054,2026-09-22
Garden Grove,CA,0629000,97,95,0.979381443298969,171637.0,86139.0,1.0044454284332631,37.31596334123761,2026-09-23
Garland,TX,4829000,61,78,1.278688524590164,244026.0,71044.0,15.575799300074582,44.464934064402975,2026-09-22
Gastonia,NC,3725580,646,66,0.1021671826625387,80615.0,58047.0,29.69918749612355,10.437263536562675,2026-09-22
Geneseo,IL,1728846,4,2,0.5,6421.0,64010.0,0.14016508332035507,3.488553184862171,2026-09-23
Genoa,OH,3929722,3,0,0.0,2039.0,64750.0,0.2942618930848455,13.045610593428151,2026-09-22
Georgetown,DE,1029090,5,6,1.2,7247.0,47238.0,10.92866013522837,45.63267558989927,2026-09-23
Georgetown,KY,2130700,9,20,2.2222222222222223,37510.0,74530.0,5.795787789922687,5.0333244468141825,2026-09-23
Gering,NE,3118580,7,7,1.0,8582.0,65743.0,1.2001864367280355,26.986716383127476,2026-09-22
Germantown,WI,5528875,12,16,1.3333333333333333,20885.0,101554.0,2.2360545846301174,3.404357194158487,2026-09-23
Gilroy,CA,0629504,58,52,0.896551724137931,58696.0,127391.0,1.9626550361183044,58.7961700967698,2026-09-22
Gladstone,MO,2927190,12,11,0.9166666666666666,26964.0,68633.0,7.343124165554072,8.555852247441033,2026-09-22
Glen Ellyn,IL,1729756,11,12,1.0909090909090908,28304.0,128132.0,2.7345958168456757,5.451526286037309,2026-09-22
Glencoe,IL,1729652,11,12,1.0909090909090908,8787.0,228750.0,2.128143848867645,2.1509047456469785,2026-09-22
Glendale,CA,0630000,88,78,0.8863636363636364,194512.0,81219.0,1.6898700337254258,18.86824463272189,2026-09-23
Glendale Heights,IL,1729730,27,25,0.9259259259259259,33088.0,83588.0,10.330029013539653,33.31419245647969,2026-09-23
Glenrock,WY,5632435,5,0,0.0,2863.0,64797.0,0.0,3.7722668529514496,2026-09-22
Golden,CO,0830835,11,19,1.7272727272727273,20461.0,90990.0,1.5541762377205415,10.072821465226529,2026-09-22
Golf Manor,OH,3930786,8,0,0.0,3786.0,48677.0,59.19175911251981,2.0602218700475436,2026-09-22
Goodyear,AZ,0428380,33,45,1.3636363636363635,97542.0,97307.0,5.9133501466035145,32.13795083143671,2026-09-23
Grafton,WI,5530000,9,13,1.4444444444444444,12160.0,83500.0,2.4835526315789473,3.7088815789473686,2026-09-22
Grain Valley,MO,2928090,12,10,0.8333333333333334,15688.0,82364.0,3.881947985721571,4.1177970423253445,2026-09-22
Granbury,TX,4830416,26,25,0.9615384615384616,11218.0,65015.0,1.2658227848101267,9.761098234979498,2026-09-23
Granby,CO,0831605,6,5,0.8333333333333334,2074.0,77679.0,0.0,3.0376084860173576,2026-09-23
Grand Blanc,MI,2633280,20,0,0.0,8034.0,70518.0,15.683345780433159,4.319143639531989,2026-09-23
Grand Island,NE,3119595,9,8,0.8888888888888888,52822.0,59061.0,3.5117943281208586,33.99530498655863,2026-09-23
Grand Rapids,MI,2634000,29,39,1.3448275862068966,198096.0,61634.0,17.244164445521363,15.948328083353525,2026-09-23
Grand Rapids,MN,2725118,9,7,0.7777777777777778,11158.0,53317.0,1.1023480910557448,1.5325327119555476,2026-09-23
Grandview Heights,OH,3931304,8,14,1.75,8258.0,100833.0,0.5207071930249455,4.262533301041414,2026-09-23
Grandview,WA,5327925,18,10,0.5555555555555556,10922.0,61635.0,0.2655191356894342,85.73521333089178,2026-09-22
Grandville,MI,2634160,9,15,1.6666666666666667,16017.0,76344.0,4.2829493662983085,5.088343634887932,2026-09-23
Granite Falls,WA,5327995,7,6,0.8571428571428571,4567.0,87600.0,0.0,4.466827238887673,2026-09-22
Grants Pass,OR,4130550,7,5,0.7142857142857143,39131.0,53941.0,0.4548823183665125,10.247629756459073,2026-09-23
Granville,OH,3931402,2,9,4.5,5778.0,124255.0,0.9865005192107996,2.1460713049498095,2026-09-22
Grass Valley,CA,0630798,68,1,0.014705882352941176,13964.0,49855.0,0.4511601260383844,9.381266112861644,2026-09-23
Greeley,CO,0832155,17,30,1.7647058823529411,107949.0,65525.0,2.6744110644841546,39.88735421356381,2026-09-22
Green Bay,WI,5531000,46,46,1.0,106846.0,59174.0,4.046010145442974,17.09937667296857,2026-09-22
Greenfield,CA,0630994,84,13,0.15476190476190477,18998.0,73904.0,0.8000842193915149,94.01515949047268,2026-09-22
Greenfield,IN,1829520,17,21,1.2352941176470589,23669.0,69571.0,1.4787274494063964,1.791372681566606,2026-09-23
Greenfield,WI,5531175,22,26,1.1818181818181819,37521.0,67536.0,5.253058287359079,14.333306681591642,2026-09-22
Greensboro,NC,3728000,4,50,12.5,297202.0,55051.0,42.55994239608078,8.985471161028526,2026-09-22
Greenville,MS,2829180,73,23,0.3150684931506849,29495.0,35148.0,82.78013222580098,0.0,2026-09-22
Greenville,SC,4530850,53,76,1.4339622641509433,70838.0,65519.0,22.590982241169993,6.178887038030435,2026-09-22
Greenwood,AR,0528780,11,9,0.8181818181818182,9544.0,63232.0,0.6077116512992456,8.204107292539815,2026-09-22
Greenwood,IN,1829898,22,61,2.772727272727273,63579.0,75398.0,4.007612576479655,6.826153289608204,2026-09-23
Greenwood,SC,4530895,35,40,1.1428571428571428,22528.0,38884.0,47.72727272727273,9.730113636363637,2026-09-23
Groesbeck,TX,4831280,8,4,0.5,3661.0,47500.0,32.04042611308385,21.114449603933352,2026-09-23
Grottoes,VA,5133488,7,5,0.7142857142857143,2904.0,78750.0,2.479338842975207,4.6143250688705235,2026-09-23
Grove City,OH,3932592,33,44,1.3333333333333333,41423.0,84765.0,3.715327233662458,2.7786495425246844,2026-09-22
Grover Beach,CA,0631393,17,20,1.1764705882352942,12757.0,80438.0,1.3090852081210316,32.899584541820175,2026-09-23
Grundy,VA,5133648,3,3,1.0,777.0,nan,9.781209781209782,1.673101673101673,2026-09-22
Gulf Shores,AL,0132272,92,45,0.4891304347826087,15178.0,62021.0,2.3520885492159707,4.737119515087627,2026-09-22
Gurnee,IL,1732018,39,24,0.6153846153846154,30629.0,112633.0,7.574520878905612,14.496065819974534,2026-09-23
Hagerstown,MD,2436075,20,20,1.0,43374.0,48481.0,20.724397104256006,9.660165075851893,2026-09-22
Haltom City,TX,4831928,16,15,0.9375,45771.0,57649.0,6.294378536627996,44.84061960630093,2026-09-22
Hamburg,NY,3631643,7,2,0.2857142857142857,9749.0,93942.0,0.3282387937224331,1.7745409785619037,2026-09-22
Hampton,VA,5135000,94,129,1.372340425531915,137217.0,64430.0,48.02903430332976,6.579359700328676,2026-09-23
Hanford,CA,0631960,17,22,1.2941176470588236,57920.0,73819.0,6.19475138121547,50.10186464088398,2026-09-22
Hannibal,MO,2930214,10,11,1.1,17003.0,52746.0,7.610421690289948,0.6763512321355055,2026-09-23
Hanover Park,IL,1732746,13,9,0.6923076923076923,37222.0,88460.0,7.656762129923163,38.52022997152222,2026-09-22
Harrisonburg,VA,5135624,31,4,0.12903225806451613,51784.0,56050.0,6.971265255677429,20.782481075235594,2026-07-22
Hartford City,IN,1832242,8,7,0.875,5789.0,37584.0,1.3819312489203661,0.984626014855761,2026-09-22
